date,facility,production_line,shift,units_produced,defects,defect_rate,downtime_minutes,energy_kwh,labor_hours,oee_score,maintenance_cost_usd
2025-02-15,Plant_Beta,Line_C,Night,722,24,0.0332,14.8,1516.5,8.08,0.713,145.19
2025-02-15,Plant_Gamma,Line_A,Morning,839,31,0.0369,17.7,1788.1,8.04,0.739,171.97
2025-02-15,Plant_Gamma,Line_A,Afternoon,767,25,0.0326,15.0,1673.3,7.93,0.767,244.97
2025-02-15,Plant_Gamma,Line_A,Night,667,22,0.033,18.6,1419.7,8.08,0.749,205.9
2025-02-15,Plant_Gamma,Line_B,Morning,843,25,0.0297,11.8,1770.8,8.01,0.89,163.38
2025-02-15,Plant_Gamma,Line_B,Afternoon,776,26,0.0335,15.8,1707.6,7.96,0.76,262.33
2025-02-15,Plant_Gamma,Line_B,Night,668,26,0.0389,19.9,1424.0,7.93,0.735,171.82
2025-02-15,Plant_Gamma,Line_C,Morning,809,32,0.0396,15.4,1773.4,8.01,0.769,141.92
2025-02-15,Plant_Gamma,Line_C,Afternoon,788,31,0.0393,9.7,1724.8,7.94,0.707,207.66
2025-02-15,Plant_Gamma,Line_C,Night,672,27,0.0402,16.6,1428.3,8.01,0.747,211.68
2025-02-15,Plant_Delta,Line_A,Morning,868,30,0.0346,13.3,1817.8,8.04,0.774,103.37
2025-02-15,Plant_Delta,Line_A,Afternoon,832,31,0.0373,11.6,1746.7,7.98,0.717,173.04
2025-02-15,Plant_Delta,Line_A,Night,718,28,0.039,21.3,1515.9,8.05,0.718,194.82
2025-02-15,Plant_Delta,Line_B,Morning,867,38,0.0438,15.3,1881.7,7.99,0.744,183.08
2025-02-15,Plant_Delta,Line_B,Afternoon,816,37,0.0453,14.0,1780.0,8.0,0.815,129.85
2025-02-15,Plant_Delta,Line_B,Night,705,22,0.0312,16.5,1508.2,7.93,0.782,209.76
2025-02-15,Plant_Delta,Line_C,Morning,864,33,0.0382,16.0,1887.8,8.01,0.813,196.08
2025-02-15,Plant_Delta,Line_C,Afternoon,840,30,0.0357,12.9,1755.1,8.0,0.72,264.96
2025-02-15,Plant_Delta,Line_C,Night,693,24,0.0346,16.2,1544.6,8.06,0.813,195.55
2025-02-15,Plant_Epsilon,Line_A,Morning,990,47,0.0475,19.9,2155.8,8.05,0.801,148.77
2025-02-15,Plant_Epsilon,Line_A,Afternoon,941,44,0.0468,17.1,2020.9,8.09,0.78,226.74
2025-02-15,Plant_Epsilon,Line_A,Night,801,31,0.0387,17.4,1744.4,8.08,0.738,204.84
2025-02-15,Plant_Epsilon,Line_B,Morning,1005,37,0.0368,10.7,2123.8,7.97,0.738,167.78
2025-02-15,Plant_Epsilon,Line_B,Afternoon,956,35,0.0366,18.9,2001.1,7.98,0.766,225.11
2025-02-15,Plant_Epsilon,Line_B,Night,814,27,0.0332,17.8,1679.0,8.04,0.694,219.69
2025-02-15,Plant_Epsilon,Line_C,Morning,1003,43,0.0429,9.5,2114.9,8.07,0.796,212.56
2025-02-15,Plant_Epsilon,Line_C,Afternoon,917,41,0.0447,17.5,2033.7,8.0,0.784,263.64
2025-02-15,Plant_Epsilon,Line_C,Night,799,29,0.0363,16.8,1712.6,8.01,0.674,220.32
2025-02-15,Plant_Zeta,Line_A,Morning,1141,49,0.0429,18.3,2427.1,8.0,0.82,237.78
2025-02-15,Plant_Zeta,Line_A,Afternoon,1087,36,0.0331,12.6,2274.6,7.92,0.693,226.06
2025-02-15,Plant_Zeta,Line_A,Night,903,36,0.0399,17.3,1885.0,7.98,0.75,198.92
2025-02-15,Plant_Zeta,Line_B,Morning,1100,36,0.0327,13.8,2429.3,7.99,0.809,201.49
2025-02-15,Plant_Zeta,Line_B,Afternoon,1070,45,0.0421,13.6,2282.1,7.93,0.736,250.82
2025-02-15,Plant_Zeta,Line_B,Night,920,31,0.0337,9.7,1971.4,7.98,0.691,89.07
2025-02-15,Plant_Zeta,Line_C,Morning,1108,40,0.0361,11.3,2437.3,7.95,0.76,284.94
2025-02-15,Plant_Zeta,Line_C,Afternoon,1064,40,0.0376,14.5,2308.6,8.04,0.704,181.56
2025-02-15,Plant_Zeta,Line_C,Night,894,33,0.0369,19.4,1951.0,7.96,0.828,206.68
2025-02-16,Plant_Alpha,Line_A,Morning,1260,58,0.046,14.6,2670.1,7.94,0.819,136.14
2025-02-16,Plant_Alpha,Line_A,Afternoon,1242,48,0.0386,16.3,2618.1,8.05,0.773,199.34
2025-02-16,Plant_Alpha,Line_A,Night,1021,41,0.0402,9.3,2252.8,8.0,0.782,94.99
2025-02-16,Plant_Alpha,Line_B,Morning,1272,47,0.0369,16.9,2726.3,8.12,0.746,159.19
2025-02-16,Plant_Alpha,Line_B,Afternoon,1217,38,0.0312,11.5,2652.1,8.05,0.781,262.05
2025-02-16,Plant_Alpha,Line_B,Night,1044,32,0.0307,16.7,2200.1,7.97,0.762,191.56
2025-02-16,Plant_Alpha,Line_C,Morning,1258,42,0.0334,15.6,2730.3,8.05,0.821,155.98
2025-02-16,Plant_Alpha,Line_C,Afternoon,1222,56,0.0458,14.8,2613.4,8.06,0.747,249.96
2025-02-16,Plant_Alpha,Line_C,Night,1024,36,0.0352,17.3,2224.9,8.05,0.663,178.09
2025-02-16,Plant_Beta,Line_A,Morning,881,30,0.0341,16.1,1883.0,8.01,0.828,184.0
2025-02-16,Plant_Beta,Line_A,Afternoon,825,31,0.0376,15.3,1789.2,7.94,0.803,212.53
2025-02-16,Plant_Beta,Line_A,Night,706,35,0.0496,13.6,1477.3,8.02,0.773,247.12
2025-02-16,Plant_Beta,Line_B,Morning,864,30,0.0347,10.5,1837.0,7.97,0.755,293.97
2025-02-16,Plant_Beta,Line_B,Afternoon,808,33,0.0408,13.0,1783.6,7.97,0.81,241.44
2025-02-16,Plant_Beta,Line_B,Night,700,32,0.0457,16.4,1535.3,7.97,0.807,169.53
2025-02-16,Plant_Beta,Line_C,Morning,863,41,0.0475,11.6,1870.2,7.93,0.716,167.96
2025-02-16,Plant_Beta,Line_C,Afternoon,818,33,0.0403,16.5,1745.9,7.97,0.817,255.82
2025-02-16,Plant_Beta,Line_C,Night,714,21,0.0294,18.2,1555.7,7.94,0.816,218.04
2025-02-16,Plant_Gamma,Line_A,Morning,822,31,0.0377,16.5,1795.5,8.04,0.682,171.98
2025-02-16,Plant_Gamma,Line_A,Afternoon,787,35,0.0445,6.8,1675.4,7.91,0.696,231.05
2025-02-16,Plant_Gamma,Line_A,Night,663,17,0.0256,14.4,1481.2,7.92,0.788,264.25
2025-02-16,Plant_Gamma,Line_B,Morning,828,40,0.0483,13.0,1813.3,8.08,0.756,139.02
2025-02-16,Plant_Gamma,Line_B,Afternoon,778,20,0.0257,16.9,1707.2,8.0,0.752,240.81
2025-02-16,Plant_Gamma,Line_B,Night,671,23,0.0343,14.9,1485.0,8.0,0.739,190.81
2025-02-16,Plant_Gamma,Line_C,Morning,831,29,0.0349,13.3,1777.6,8.07,0.796,175.07
2025-02-16,Plant_Gamma,Line_C,Afternoon,794,29,0.0365,15.1,1696.4,7.89,0.611,208.65
2025-02-16,Plant_Gamma,Line_C,Night,659,19,0.0288,12.5,1459.8,8.03,0.801,223.28
2025-02-16,Plant_Delta,Line_A,Morning,859,36,0.0419,15.9,1862.5,8.0,0.799,163.39
2025-02-16,Plant_Delta,Line_A,Afternoon,835,33,0.0395,14.3,1809.7,7.95,0.74,177.58
2025-02-16,Plant_Delta,Line_A,Night,705,31,0.044,12.0,1587.2,7.98,0.78,201.82
2025-02-16,Plant_Delta,Line_B,Morning,869,31,0.0357,18.8,1850.8,7.89,0.703,254.57
2025-02-16,Plant_Delta,Line_B,Afternoon,834,23,0.0276,17.3,1725.7,8.0,0.701,249.82
2025-02-16,Plant_Delta,Line_B,Night,707,30,0.0424,14.4,1507.1,7.93,0.714,238.34
2025-02-16,Plant_Delta,Line_C,Morning,870,35,0.0402,19.4,1823.9,8.06,0.703,254.92
2025-02-16,Plant_Delta,Line_C,Afternoon,833,35,0.042,12.8,1836.3,8.1,0.781,255.47
2025-02-16,Plant_Delta,Line_C,Night,699,22,0.0315,16.8,1494.0,8.09,0.812,208.65
2025-02-16,Plant_Epsilon,Line_A,Morning,992,42,0.0423,15.5,2122.2,7.92,0.806,211.11
2025-02-16,Plant_Epsilon,Line_A,Afternoon,974,36,0.037,15.8,2032.1,8.05,0.713,193.95
2025-02-16,Plant_Epsilon,Line_A,Night,806,28,0.0347,18.0,1713.6,8.02,0.818,183.42
2025-02-16,Plant_Epsilon,Line_B,Morning,974,36,0.037,12.1,2088.2,8.0,0.771,234.72
2025-02-16,Plant_Epsilon,Line_B,Afternoon,931,37,0.0397,18.5,2016.7,8.02,0.841,121.5
2025-02-16,Plant_Epsilon,Line_B,Night,804,35,0.0435,13.7,1758.6,8.03,0.85,225.1
2025-02-16,Plant_Epsilon,Line_C,Morning,1011,40,0.0396,10.2,2109.7,8.08,0.812,188.08
2025-02-16,Plant_Epsilon,Line_C,Afternoon,962,33,0.0343,15.1,2041.0,7.92,0.753,300.5
2025-02-16,Plant_Epsilon,Line_C,Night,786,33,0.042,12.1,1687.8,7.94,0.81,166.44
2025-02-16,Plant_Zeta,Line_A,Morning,1142,40,0.035,15.8,2442.2,7.91,0.77,217.01
2025-02-16,Plant_Zeta,Line_A,Afternoon,1082,35,0.0323,12.2,2306.0,8.05,0.729,159.39
2025-02-16,Plant_Zeta,Line_A,Night,894,29,0.0324,17.5,1896.9,8.06,0.776,235.83
2025-02-16,Plant_Zeta,Line_B,Morning,1087,31,0.0285,18.9,2370.4,7.9,0.747,216.52
2025-02-16,Plant_Zeta,Line_B,Afternoon,1068,45,0.0421,15.0,2311.2,8.07,0.765,211.67
2025-02-16,Plant_Zeta,Line_B,Night,914,37,0.0405,12.2,1939.2,8.0,0.729,188.21
2025-02-16,Plant_Zeta,Line_C,Morning,1103,25,0.0227,13.6,2418.8,7.94,0.828,157.8
2025-02-16,Plant_Zeta,Line_C,Afternoon,1075,43,0.04,21.4,2304.5,7.94,0.807,264.07
2025-02-16,Plant_Zeta,Line_C,Night,879,37,0.0421,16.6,1925.3,7.85,0.751,175.88
2025-02-17,Plant_Alpha,Line_A,Morning,1305,47,0.036,13.8,2729.5,8.03,0.765,168.05
2025-02-17,Plant_Alpha,Line_A,Afternoon,1225,44,0.0359,7.1,2651.6,8.05,0.767,184.15
2025-02-17,Plant_Alpha,Line_A,Night,1035,44,0.0425,12.7,2250.5,7.92,0.767,198.8
2025-02-17,Plant_Alpha,Line_B,Morning,1303,44,0.0338,12.6,2709.2,7.96,0.772,126.44
2025-02-17,Plant_Alpha,Line_B,Afternoon,1213,48,0.0396,15.0,2618.7,7.95,0.751,209.69
2025-02-17,Plant_Alpha,Line_B,Night,1034,39,0.0377,13.8,2222.9,7.94,0.813,148.34
2025-02-17,Plant_Alpha,Line_C,Morning,1288,60,0.0466,19.1,2773.5,8.0,0.75,164.57
2025-02-17,Plant_Alpha,Line_C,Afternoon,1218,50,0.0411,16.4,2657.9,8.08,0.753,207.96
2025-02-17,Plant_Alpha,Line_C,Night,1005,50,0.0498,13.9,2243.3,8.02,0.737,182.62
2025-02-17,Plant_Beta,Line_A,Morning,860,22,0.0256,17.3,1890.0,7.97,0.783,229.91
2025-02-17,Plant_Beta,Line_A,Afternoon,821,34,0.0414,18.0,1734.5,8.04,0.778,287.52
2025-02-17,Plant_Beta,Line_A,Night,706,25,0.0354,14.3,1551.3,7.99,0.785,199.32
2025-02-17,Plant_Beta,Line_B,Morning,880,39,0.0443,15.2,1861.3,7.97,0.674,213.39
2025-02-17,Plant_Beta,Line_B,Afternoon,826,28,0.0339,9.8,1783.1,8.02,0.778,158.78
2025-02-17,Plant_Beta,Line_B,Night,705,26,0.0369,16.7,1480.8,8.03,0.835,204.11
2025-02-17,Plant_Beta,Line_C,Morning,875,35,0.04,11.8,1868.9,8.03,0.86,159.14
2025-02-17,Plant_Beta,Line_C,Afternoon,840,31,0.0369,14.8,1801.8,8.11,0.784,235.99
2025-02-17,Plant_Beta,Line_C,Night,692,25,0.0361,10.8,1499.9,8.05,0.773,277.58
2025-02-17,Plant_Gamma,Line_A,Morning,845,30,0.0355,13.1,1795.6,8.05,0.78,226.14
2025-02-17,Plant_Gamma,Line_A,Afternoon,791,25,0.0316,11.3,1688.6,7.98,0.779,187.54
2025-02-17,Plant_Gamma,Line_A,Night,652,18,0.0276,17.0,1422.1,8.0,0.734,165.42
2025-02-17,Plant_Gamma,Line_B,Morning,820,36,0.0439,14.2,1793.9,8.06,0.774,232.09
2025-02-17,Plant_Gamma,Line_B,Afternoon,788,35,0.0444,17.6,1718.6,7.95,0.772,123.91
2025-02-17,Plant_Gamma,Line_B,Night,681,23,0.0338,13.1,1409.1,7.97,0.745,264.15
2025-02-17,Plant_Gamma,Line_C,Morning,834,29,0.0348,9.9,1723.7,7.94,0.689,202.78
2025-02-17,Plant_Gamma,Line_C,Afternoon,784,29,0.037,11.5,1694.0,7.93,0.759,232.99
2025-02-17,Plant_Gamma,Line_C,Night,664,26,0.0392,9.1,1394.7,8.02,0.815,194.54
2025-02-17,Plant_Delta,Line_A,Morning,889,26,0.0292,12.4,1869.2,8.02,0.73,151.45
2025-02-17,Plant_Delta,Line_A,Afternoon,830,31,0.0373,13.3,1784.2,8.01,0.756,197.57
2025-02-17,Plant_Delta,Line_A,Night,693,23,0.0332,13.4,1511.5,7.92,0.809,202.47
2025-02-17,Plant_Delta,Line_B,Morning,858,43,0.0501,15.6,1838.5,8.06,0.827,163.65
2025-02-17,Plant_Delta,Line_B,Afternoon,819,30,0.0366,9.2,1779.9,8.05,0.794,214.07
2025-02-17,Plant_Delta,Line_B,Night,711,23,0.0323,20.7,1493.4,7.97,0.736,175.34
2025-02-17,Plant_Delta,Line_C,Morning,864,33,0.0382,15.9,1836.3,8.03,0.708,225.98
2025-02-17,Plant_Delta,Line_C,Afternoon,834,31,0.0372,12.9,1790.0,7.96,0.761,200.54
2025-02-17,Plant_Delta,Line_C,Night,729,22,0.0302,7.2,1500.8,7.94,0.724,144.97
2025-02-17,Plant_Epsilon,Line_A,Morning,980,31,0.0316,17.6,2132.9,8.05,0.76,233.4
2025-02-17,Plant_Epsilon,Line_A,Afternoon,938,45,0.048,16.3,2000.2,8.05,0.762,189.02
2025-02-17,Plant_Epsilon,Line_A,Night,798,32,0.0401,8.9,1702.1,8.04,0.773,150.4
2025-02-17,Plant_Epsilon,Line_B,Morning,964,47,0.0488,13.9,2194.8,8.05,0.721,101.28
2025-02-17,Plant_Epsilon,Line_B,Afternoon,938,36,0.0384,16.5,2001.6,8.01,0.77,231.9
2025-02-17,Plant_Epsilon,Line_B,Night,798,32,0.0401,15.7,1745.4,7.95,0.608,192.46
2025-02-17,Plant_Epsilon,Line_C,Morning,988,32,0.0324,9.9,2111.3,8.03,0.766,105.65
2025-02-17,Plant_Epsilon,Line_C,Afternoon,922,41,0.0445,13.4,2029.2,7.92,0.758,190.07
2025-02-17,Plant_Epsilon,Line_C,Night,789,24,0.0304,13.0,1765.9,7.99,0.802,192.52
2025-02-17,Plant_Zeta,Line_A,Morning,1123,39,0.0347,19.5,2440.9,7.95,0.74,246.15
2025-02-17,Plant_Zeta,Line_A,Afternoon,1030,42,0.0408,16.1,2261.4,7.98,0.784,159.55
2025-02-17,Plant_Zeta,Line_A,Night,909,36,0.0396,15.5,1933.3,8.04,0.881,220.61
2025-02-17,Plant_Zeta,Line_B,Morning,1130,42,0.0372,20.7,2345.7,7.89,0.765,233.73
2025-02-17,Plant_Zeta,Line_B,Afternoon,1037,42,0.0405,13.6,2326.1,8.03,0.675,165.54
2025-02-17,Plant_Zeta,Line_B,Night,893,38,0.0426,16.0,1922.5,7.99,0.705,288.03
2025-02-17,Plant_Zeta,Line_C,Morning,1128,47,0.0417,19.0,2448.0,7.99,0.75,244.6
2025-02-17,Plant_Zeta,Line_C,Afternoon,1063,36,0.0339,20.8,2257.0,7.92,0.804,169.03
2025-02-17,Plant_Zeta,Line_C,Night,908,43,0.0474,10.1,1930.6,8.04,0.8,191.94
2025-02-18,Plant_Alpha,Line_A,Morning,1317,47,0.0357,16.1,2809.1,8.07,0.828,163.64
2025-02-18,Plant_Alpha,Line_A,Afternoon,1240,48,0.0387,12.2,2635.4,8.03,0.851,215.13
2025-02-18,Plant_Alpha,Line_A,Night,1025,34,0.0332,14.4,2179.0,7.96,0.747,181.21
2025-02-18,Plant_Alpha,Line_B,Morning,1299,45,0.0346,7.7,2698.3,7.99,0.73,149.95
2025-02-18,Plant_Alpha,Line_B,Afternoon,1249,49,0.0392,15.2,2624.4,8.01,0.693,251.73
2025-02-18,Plant_Alpha,Line_B,Night,1049,27,0.0257,15.3,2249.8,7.98,0.869,277.07
2025-02-18,Plant_Alpha,Line_C,Morning,1280,47,0.0367,14.6,2730.3,7.95,0.782,276.8
2025-02-18,Plant_Alpha,Line_C,Afternoon,1245,51,0.041,7.9,2559.1,8.07,0.842,222.05
2025-02-18,Plant_Alpha,Line_C,Night,1029,45,0.0437,17.2,2259.5,7.95,0.776,260.95
2025-02-18,Plant_Beta,Line_A,Morning,877,38,0.0433,14.2,1878.9,8.09,0.727,167.12
2025-02-18,Plant_Beta,Line_A,Afternoon,823,32,0.0389,10.3,1788.3,8.0,0.802,122.03
2025-02-18,Plant_Beta,Line_A,Night,709,32,0.0451,16.6,1505.9,8.05,0.819,232.11
2025-02-18,Plant_Beta,Line_B,Morning,875,41,0.0469,17.7,1851.3,8.06,0.754,210.63
2025-02-18,Plant_Beta,Line_B,Afternoon,826,36,0.0436,20.2,1778.6,8.09,0.767,256.7
2025-02-18,Plant_Beta,Line_B,Night,703,25,0.0356,19.8,1489.7,7.94,0.697,249.11
2025-02-18,Plant_Beta,Line_C,Morning,885,33,0.0373,11.9,1880.7,8.01,0.707,190.04
2025-02-18,Plant_Beta,Line_C,Afternoon,829,29,0.035,15.8,1726.6,8.09,0.743,225.19
2025-02-18,Plant_Beta,Line_C,Night,703,28,0.0398,11.4,1494.1,7.98,0.764,261.69
2025-02-18,Plant_Gamma,Line_A,Morning,830,27,0.0325,15.5,1764.9,7.97,0.757,228.47
2025-02-18,Plant_Gamma,Line_A,Afternoon,779,28,0.0359,17.7,1700.7,8.05,0.836,139.65
2025-02-18,Plant_Gamma,Line_A,Night,671,24,0.0358,11.4,1419.4,8.0,0.747,177.62
2025-02-18,Plant_Gamma,Line_B,Morning,828,42,0.0507,9.9,1805.9,8.02,0.736,117.44
2025-02-18,Plant_Gamma,Line_B,Afternoon,795,24,0.0302,17.6,1737.2,7.93,0.817,192.03
2025-02-18,Plant_Gamma,Line_B,Night,648,21,0.0324,15.0,1448.4,7.89,0.76,224.91
2025-02-18,Plant_Gamma,Line_C,Morning,836,29,0.0347,16.1,1803.3,8.04,0.801,194.19
2025-02-18,Plant_Gamma,Line_C,Afternoon,785,30,0.0382,12.0,1716.6,7.92,0.738,198.05
2025-02-18,Plant_Gamma,Line_C,Night,672,27,0.0402,19.3,1441.3,7.97,0.756,191.16
2025-02-18,Plant_Delta,Line_A,Morning,873,28,0.0321,13.8,1907.5,8.01,0.707,179.18
2025-02-18,Plant_Delta,Line_A,Afternoon,801,30,0.0375,19.2,1742.7,7.95,0.731,240.97
2025-02-18,Plant_Delta,Line_A,Night,718,28,0.039,11.1,1510.2,8.11,0.746,207.47
2025-02-18,Plant_Delta,Line_B,Morning,871,27,0.031,18.6,1894.5,7.88,0.693,161.29
2025-02-18,Plant_Delta,Line_B,Afternoon,830,29,0.0349,16.1,1768.0,8.01,0.786,224.05
2025-02-18,Plant_Delta,Line_B,Night,701,28,0.0399,15.9,1506.7,7.98,0.859,183.44
2025-02-18,Plant_Delta,Line_C,Morning,880,31,0.0352,18.0,1903.4,8.01,0.729,180.87
2025-02-18,Plant_Delta,Line_C,Afternoon,827,32,0.0387,14.8,1771.9,8.1,0.749,181.16
2025-02-18,Plant_Delta,Line_C,Night,711,30,0.0422,18.5,1562.5,8.04,0.746,119.85
2025-02-18,Plant_Epsilon,Line_A,Morning,979,38,0.0388,11.1,2086.7,8.0,0.797,186.81
2025-02-18,Plant_Epsilon,Line_A,Afternoon,952,40,0.042,18.3,2085.3,8.15,0.798,178.88
2025-02-18,Plant_Epsilon,Line_A,Night,797,36,0.0452,12.7,1748.2,8.0,0.772,162.1
2025-02-18,Plant_Epsilon,Line_B,Morning,975,36,0.0369,18.3,2129.9,8.09,0.732,155.58
2025-02-18,Plant_Epsilon,Line_B,Afternoon,947,40,0.0422,15.7,2037.0,8.08,0.765,175.45
2025-02-18,Plant_Epsilon,Line_B,Night,788,35,0.0444,13.5,1714.1,8.05,0.864,211.91
2025-02-18,Plant_Epsilon,Line_C,Morning,989,38,0.0384,12.8,2117.5,8.01,0.807,197.36
2025-02-18,Plant_Epsilon,Line_C,Afternoon,957,34,0.0355,12.9,2064.0,7.99,0.752,206.46
2025-02-18,Plant_Epsilon,Line_C,Night,813,32,0.0394,19.5,1706.6,8.06,0.774,234.23
2025-02-18,Plant_Zeta,Line_A,Morning,1139,37,0.0325,15.7,2459.9,8.05,0.823,207.16
2025-02-18,Plant_Zeta,Line_A,Afternoon,1088,36,0.0331,10.2,2276.3,8.04,0.704,150.21
2025-02-18,Plant_Zeta,Line_A,Night,875,38,0.0434,11.0,1947.0,7.99,0.727,158.46
2025-02-18,Plant_Zeta,Line_B,Morning,1122,37,0.033,15.0,2407.6,8.01,0.804,213.32
2025-02-18,Plant_Zeta,Line_B,Afternoon,1056,45,0.0426,15.9,2296.4,7.99,0.889,156.06
2025-02-18,Plant_Zeta,Line_B,Night,910,40,0.044,13.9,1936.8,7.96,0.758,243.68
2025-02-18,Plant_Zeta,Line_C,Morning,1118,61,0.0546,13.4,2459.9,8.02,0.765,251.39
2025-02-18,Plant_Zeta,Line_C,Afternoon,1042,43,0.0413,12.6,2273.1,7.99,0.706,132.98
2025-02-18,Plant_Zeta,Line_C,Night,908,34,0.0374,13.2,1955.4,7.99,0.752,321.24
2025-02-19,Plant_Alpha,Line_A,Morning,1297,64,0.0493,13.8,2759.3,7.96,0.746,176.33
2025-02-19,Plant_Alpha,Line_A,Afternoon,1267,43,0.0339,13.7,2574.7,8.05,0.712,235.33
2025-02-19,Plant_Alpha,Line_A,Night,1010,39,0.0386,9.3,2206.7,7.98,0.729,178.14
2025-02-19,Plant_Alpha,Line_B,Morning,1303,67,0.0514,15.9,2729.4,7.99,0.742,239.01
2025-02-19,Plant_Alpha,Line_B,Afternoon,1224,35,0.0286,18.9,2650.5,8.1,0.73,221.11
2025-02-19,Plant_Alpha,Line_B,Night,1019,38,0.0373,15.8,2216.7,8.01,0.773,179.44
2025-02-19,Plant_Alpha,Line_C,Morning,1306,47,0.036,16.1,2697.3,8.02,0.732,237.43
2025-02-19,Plant_Alpha,Line_C,Afternoon,1202,49,0.0408,8.6,2651.5,8.01,0.781,177.14
2025-02-19,Plant_Alpha,Line_C,Night,1019,36,0.0353,15.6,2240.7,8.06,0.712,263.41
2025-02-19,Plant_Beta,Line_A,Morning,875,31,0.0354,15.3,1882.7,8.01,0.746,236.26
2025-02-19,Plant_Beta,Line_A,Afternoon,845,23,0.0272,18.6,1770.6,8.02,0.827,99.86
2025-02-19,Plant_Beta,Line_A,Night,708,31,0.0438,13.1,1473.4,8.09,0.668,227.62
2025-02-19,Plant_Beta,Line_B,Morning,879,35,0.0398,17.1,1864.9,8.02,0.725,185.52
2025-02-19,Plant_Beta,Line_B,Afternoon,825,24,0.0291,16.8,1716.0,8.02,0.782,166.78
2025-02-19,Plant_Beta,Line_B,Night,689,25,0.0363,16.0,1511.2,7.92,0.765,209.81
2025-02-19,Plant_Beta,Line_C,Morning,873,27,0.0309,15.1,1903.3,8.05,0.779,283.17
2025-02-19,Plant_Beta,Line_C,Afternoon,826,28,0.0339,12.4,1775.7,7.94,0.747,210.3
2025-02-19,Plant_Beta,Line_C,Night,713,21,0.0295,15.0,1510.4,8.02,0.769,207.85
2025-02-19,Plant_Gamma,Line_A,Morning,839,36,0.0429,21.7,1766.6,7.97,0.709,177.15
2025-02-19,Plant_Gamma,Line_A,Afternoon,793,32,0.0404,16.8,1674.2,7.96,0.863,160.24
2025-02-19,Plant_Gamma,Line_A,Night,681,27,0.0396,12.7,1410.7,7.98,0.783,165.56
2025-02-19,Plant_Gamma,Line_B,Morning,843,30,0.0356,16.9,1793.5,8.1,0.736,203.8
2025-02-19,Plant_Gamma,Line_B,Afternoon,775,30,0.0387,18.6,1701.1,8.12,0.784,171.31
2025-02-19,Plant_Gamma,Line_B,Night,672,20,0.0298,12.2,1412.5,7.97,0.755,239.89
2025-02-19,Plant_Gamma,Line_C,Morning,825,27,0.0327,19.4,1708.0,8.0,0.767,189.66
2025-02-19,Plant_Gamma,Line_C,Afternoon,790,29,0.0367,15.6,1676.2,7.92,0.761,158.13
2025-02-19,Plant_Gamma,Line_C,Night,660,28,0.0424,19.5,1464.6,8.06,0.766,246.65
2025-02-19,Plant_Delta,Line_A,Morning,871,41,0.0471,11.7,1882.9,7.93,0.793,126.02
2025-02-19,Plant_Delta,Line_A,Afternoon,811,25,0.0308,15.1,1780.7,8.14,0.759,235.09
2025-02-19,Plant_Delta,Line_A,Night,703,29,0.0413,15.5,1536.1,7.96,0.639,218.83
2025-02-19,Plant_Delta,Line_B,Morning,850,41,0.0482,13.8,1846.1,8.11,0.758,190.63
2025-02-19,Plant_Delta,Line_B,Afternoon,830,36,0.0434,18.3,1740.9,8.03,0.747,174.32
2025-02-19,Plant_Delta,Line_B,Night,702,20,0.0285,18.1,1504.8,7.98,0.758,194.3
2025-02-19,Plant_Delta,Line_C,Morning,878,29,0.033,14.3,1851.8,7.97,0.77,169.42
2025-02-19,Plant_Delta,Line_C,Afternoon,814,33,0.0405,19.6,1783.4,8.0,0.753,185.47
2025-02-19,Plant_Delta,Line_C,Night,714,27,0.0378,8.6,1544.9,8.07,0.79,84.41
2025-02-19,Plant_Epsilon,Line_A,Morning,990,41,0.0414,15.9,2140.5,8.04,0.765,244.3
2025-02-19,Plant_Epsilon,Line_A,Afternoon,944,37,0.0392,17.6,2011.2,7.96,0.761,220.23
2025-02-19,Plant_Epsilon,Line_A,Night,807,33,0.0409,15.3,1706.7,7.97,0.773,131.49
2025-02-19,Plant_Epsilon,Line_B,Morning,991,53,0.0535,10.1,2155.0,8.03,0.786,159.43
2025-02-19,Plant_Epsilon,Line_B,Afternoon,950,33,0.0347,10.9,2059.5,8.03,0.712,172.61
2025-02-19,Plant_Epsilon,Line_B,Night,795,23,0.0289,17.1,1743.4,7.98,0.76,206.46
2025-02-19,Plant_Epsilon,Line_C,Morning,993,31,0.0312,15.4,2094.4,8.07,0.708,146.77
2025-02-19,Plant_Epsilon,Line_C,Afternoon,941,35,0.0372,14.2,2005.0,8.0,0.773,251.83
2025-02-19,Plant_Epsilon,Line_C,Night,798,28,0.0351,11.5,1671.7,8.02,0.802,165.71
2025-02-19,Plant_Zeta,Line_A,Morning,1130,42,0.0372,17.6,2456.9,7.88,0.812,213.08
2025-02-19,Plant_Zeta,Line_A,Afternoon,1060,37,0.0349,14.7,2269.2,7.92,0.723,167.02
2025-02-19,Plant_Zeta,Line_A,Night,916,35,0.0382,24.0,1941.5,8.04,0.712,188.61
2025-02-19,Plant_Zeta,Line_B,Morning,1121,37,0.033,13.7,2408.2,8.0,0.691,218.22
2025-02-19,Plant_Zeta,Line_B,Afternoon,1077,39,0.0362,12.2,2316.4,7.88,0.766,286.35
2025-02-19,Plant_Zeta,Line_B,Night,870,39,0.0448,16.5,1896.7,8.01,0.808,163.64
2025-02-19,Plant_Zeta,Line_C,Morning,1111,42,0.0378,17.8,2396.8,7.99,0.726,197.63
